"violationid","buildingid","registrationid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","apartment","story","block","lot","class","inspectiondate","approveddate","originalcertifybydate","originalcorrectbydate","newcertifybydate","newcorrectbydate","certifieddate","ordernumber","novid","novdescription","novissueddate","currentstatusid","currentstatus","currentstatusdate","novtype","violationstatus","rentimpairing","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"10050700","369279","335352","3","BROOKLYN","575","565","575","RIVERDALE AVENUE","76430","11207","2","1","3821","51","A","2013-11-29T00:00:00.000","2013-12-04T00:00:00.000","2014-03-24T00:00:00.000","2014-03-10T00:00:00.000",,,,"556","4736469","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT , 1st WINDOW FRAME FROM EAST AT SOUTH WALL, 1st DOOR FRAME FROM SOUTH AT WEST WALL IN THE KITCHEN LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-12-05T00:00:00.000","19","VIOLATION CLOSED","2015-06-17T00:00:00.000","Original","Close","N","40.663067","-73.894768","5","42","1126","3085038","3038210051","East New York-New Lots"
"10050701","369279","335352","3","BROOKLYN","575","565","575","RIVERDALE AVENUE","76430","11207","2","1","3821","51","B","2013-11-29T00:00:00.000","2013-12-04T00:00:00.000","2014-01-23T00:00:00.000","2014-01-09T00:00:00.000",,,,"508","4736470","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR , CEILING, EAST WALL, SOUTH WALL, WEST WALL IN THE KITCHEN LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-12-05T00:00:00.000","19","VIOLATION CLOSED","2015-06-17T00:00:00.000","Original","Close","N","40.663067","-73.894768","5","42","1126","3085038","3038210051","East New York-New Lots"
"10001778","574782","418631","4","QUEENS","90-19","90-19","90-19","169 STREET","24540","11432",,"0","9802","27","B","2013-10-10T00:00:00.000","2013-10-10T00:00:00.000","2013-11-29T00:00:00.000","2013-11-15T00:00:00.000",,,"2013-11-12T00:00:00.000","686","4706886","§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING A MINIMUM OF 100 WATTS OF INCANDESCENT LIGHT REQUIRED (FIXTURE PRESENT)","2013-10-11T00:00:00.000","9","VIOLATION DISMISSED","2014-01-23T00:00:00.000","Original","Close","N","40.708201","-73.791557","12","27","460","4457406","4098020027","Jamaica"
"10053409","42588","124412","1","MANHATTAN","614","614","614","WEST 152 STREET","36810","10031","5","1","2098","43","C","2013-11-27T00:00:00.000","2013-12-03T00:00:00.000","2014-01-06T00:00:00.000","2014-01-01T00:00:00.000","2014-01-20T00:00:00.000","2014-01-15T00:00:00.000","2013-12-31T00:00:00.000","616","4735244","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st RADIATOR FROM WEST AT NORTH WALL IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 5, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH","2013-12-04T00:00:00.000","19","VIOLATION CLOSED","2014-01-02T00:00:00.000","Original","Close","N","40.831085","-73.947813","9","7","237","1062459","1020980043","Hamilton Heights-Sugar Hill"
"10050702","369279","335352","3","BROOKLYN","575","565","575","RIVERDALE AVENUE","76430","11207","2","1","3821","51","C","2013-11-29T00:00:00.000","2013-12-04T00:00:00.000","2013-12-18T00:00:00.000","2013-12-13T00:00:00.000",,,,"583","4736471","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE KITCHEN LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-12-05T00:00:00.000","19","VIOLATION CLOSED","2015-06-03T00:00:00.000","Original","Close","N","40.663067","-73.894768","5","42","1126","3085038","3038210051","East New York-New Lots"
"10050703","369279","335352","3","BROOKLYN","575","565","575","RIVERDALE AVENUE","76430","11207","2","1","3821","51","B","2013-11-29T00:00:00.000","2013-12-04T00:00:00.000","2014-01-23T00:00:00.000","2014-01-09T00:00:00.000",,,,"508","4736470","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR , EAST WALL, CEILING IN THE FOYER LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-12-05T00:00:00.000","19","VIOLATION CLOSED","2015-06-17T00:00:00.000","Original","Close","N","40.663067","-73.894768","5","42","1126","3085038","3038210051","East New York-New Lots"
"10050704","369279","335352","3","BROOKLYN","575","565","575","RIVERDALE AVENUE","76430","11207","2","1","3821","51","A","2013-11-29T00:00:00.000","2013-12-04T00:00:00.000","2014-03-24T00:00:00.000","2014-03-10T00:00:00.000",,,,"556","4736469","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT , BASEBOARD AT NORTH WALL, 1st CLOSET FROM EAST AT SOUTH WALL DOOR FRAME, 1st CLOSET FROM EAST AT SOUTH WALL DOOR IN THE FOYER LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-12-05T00:00:00.000","19","VIOLATION CLOSED","2015-06-17T00:00:00.000","Original","Close","N","40.663067","-73.894768","5","42","1126","3085038","3038210051","East New York-New Lots"
"10053410","42588","124412","1","MANHATTAN","614","614","614","WEST 152 STREET","36810","10031","5","1","2098","43","C","2013-11-27T00:00:00.000","2013-12-03T00:00:00.000","2014-01-06T00:00:00.000","2014-01-01T00:00:00.000","2014-01-20T00:00:00.000","2014-01-15T00:00:00.000","2013-12-31T00:00:00.000","617","4735244","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) BASEBOARD AT EAST WALL, NORTH WALL, EAST WALL IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 5, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH","2013-12-04T00:00:00.000","19","VIOLATION CLOSED","2014-01-19T00:00:00.000","Original","Close","N","40.831085","-73.947813","9","7","237","1062459","1020980043","Hamilton Heights-Sugar Hill"
"10050798","56981","205445","2","BRONX","1812","1812","1812","CLAY AVENUE","20020","10457","1A","2","2891","59","A","2013-11-29T00:00:00.000","2013-11-30T00:00:00.000","2014-03-21T00:00:00.000","2014-03-07T00:00:00.000",,,,"491","4733591","§ 300 M/D LAW FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION DROP CEILING. IN THE PRIVATE HALLWAY LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","2013-12-02T00:00:00.000","19","VIOLATION CLOSED","2018-01-17T00:00:00.000","Original","Close","N","40.846921","-73.904652","5","14","231","2009359","2028910059","Mount Hope"
"10050802","56981","205445","2","BRONX","1812","1812","1812","CLAY AVENUE","20020","10457","1A","2","2891","59","C","2013-11-29T00:00:00.000","2013-11-30T00:00:00.000","2013-12-15T00:00:00.000","2013-12-10T00:00:00.000",,,,"508","4733592","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING. IN THE 3rd ROOM FROM EAST AT SOUTH LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","2013-12-02T00:00:00.000","19","VIOLATION CLOSED","2014-01-17T00:00:00.000","Original","Close","N","40.846921","-73.904652","5","14","231","2009359","2028910059","Mount Hope"
"10050806","56981","205445","2","BRONX","1812","1812","1812","CLAY AVENUE","20020","10457","1A","2","2891","59","A","2013-11-29T00:00:00.000","2013-11-30T00:00:00.000","2014-03-21T00:00:00.000","2014-03-07T00:00:00.000",,,,"491","4733591","§ 300 M/D LAW FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION DROP CEILING. IN THE KITCHEN LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","2013-12-02T00:00:00.000","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","2020-09-28T00:00:00.000","Original","Open","N","40.846921","-73.904652","5","14","231","2009359","2028910059","Mount Hope"
"10050808","56981","205445","2","BRONX","1812","1812","1812","CLAY AVENUE","20020","10457","1A","2","2891","59","A","2013-11-29T00:00:00.000","2013-11-30T00:00:00.000","2014-03-21T00:00:00.000","2014-03-07T00:00:00.000",,,,"491","4733591","§ 300 M/D LAW FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION DROP CEILING. IN THE FOYER LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","2013-12-02T00:00:00.000","19","VIOLATION CLOSED","2018-01-17T00:00:00.000","Original","Close","N","40.846921","-73.904652","5","14","231","2009359","2028910059","Mount Hope"
"10053411","42588","124412","1","MANHATTAN","614","614","614","WEST 152 STREET","36810","10031","5","1","2098","43","C","2013-11-27T00:00:00.000","2013-12-03T00:00:00.000","2014-01-06T00:00:00.000","2014-01-01T00:00:00.000","2014-01-20T00:00:00.000","2014-01-15T00:00:00.000","2013-12-31T00:00:00.000","617","4735244","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FROM EAST AT SOUTH WALL, 1st DOOR FRAME FROM EAST AT SOUTH WALL, NORTH WALL, SOUTH WALL, EAST WALL, WEST WALL, 1st WINDOW FRAME FROM WEST AT NORTH WALL IN THE BATHROOM LOCATED AT APT 5, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH","2013-12-04T00:00:00.000","19","VIOLATION CLOSED","2014-01-19T00:00:00.000","Original","Close","N","40.831085","-73.947813","9","7","237","1062459","1020980043","Hamilton Heights-Sugar Hill"
"10774304","225237","332119","3","BROOKLYN","697","697","697","CONEY ISLAND AVENUE","28830","11218",,"0","5141","137","C","2015-07-07T00:00:00.000","2015-07-08T00:00:00.000","2015-07-22T00:00:00.000","2015-07-17T00:00:00.000",,,,"501","5155448","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK AT ENTRANCE DOOR TO BUILDING","2015-07-09T00:00:00.000","19","VIOLATION CLOSED","2024-09-10T00:00:00.000","Original","Close","N","40.640486","-73.969120","14","40","1522","3118211","3051410137","Flatbush (West)-Ditmas Park-Parkville"
"10053991","326991","0","3","BROOKLYN","86","86","86","LINCOLN ROAD","56130","11225","2","2","5028","18","B","2013-12-03T00:00:00.000","2013-12-06T00:00:00.000","2014-01-27T00:00:00.000","2014-01-13T00:00:00.000",,,,"988","4737714","§ 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES .. IN THE 1st ROOM FROM NORTH LOCATED AT APT 2, 2nd STORY","2013-12-09T00:00:00.000","21","NOT COMPLIED WITH","2024-11-10T00:00:00.000","Original","Open","N","40.661019","-73.959480","9","40","79801","3114681","3050280018","Prospect Lefferts Gardens-Wingate"
"10051865","45462","213333","2","BRONX","2327","2327","2327","ANDREWS AVENUE","8820","10468",,"1","3225","123","B","2013-11-27T00:00:00.000","2013-12-02T00:00:00.000","2014-01-21T00:00:00.000","2014-01-07T00:00:00.000",,,,"506","4734392","§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING GLASS AT THE UPPER PART OF VESTIBULE DOOR AT PUBLIC HALL, 1st STORY","2013-12-03T00:00:00.000","19","VIOLATION CLOSED","2014-10-08T00:00:00.000","Original","Close","N","40.861912","-73.906948","7","14","255","2014954","2032250123","University Heights (North)-Fordham"
"10054288","369279","335352","3","BROOKLYN","575","565","575","RIVERDALE AVENUE","76430","11207","2","1","3821","51","A","2013-11-29T00:00:00.000","2013-12-04T00:00:00.000","2014-03-24T00:00:00.000","2014-03-10T00:00:00.000",,,,"556","4736469","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE 3rd ROOM FROM EAST AT SOUTH, THE PRIVATE HALLWAY LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-12-05T00:00:00.000","19","VIOLATION CLOSED","2015-06-17T00:00:00.000","Original","Close","N","40.663067","-73.894768","5","42","1126","3085038","3038210051","East New York-New Lots"
"10054290","369279","335352","3","BROOKLYN","575","565","575","RIVERDALE AVENUE","76430","11207","2","1","3821","51","C","2013-11-29T00:00:00.000","2013-12-04T00:00:00.000","2014-01-07T00:00:00.000","2014-01-02T00:00:00.000",,,,"617","4736472","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL, SOUTH WALL IN THE FOYER LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-12-05T00:00:00.000","19","VIOLATION CLOSED","2015-06-26T00:00:00.000","Original","Close","N","40.663067","-73.894768","5","42","1126","3085038","3038210051","East New York-New Lots"
"13057392","42059","111840","1","MANHATTAN","454","454","454","WEST 146 STREET","36690","10031","3F","3","2060","52","B","2019-05-07T00:00:00.000","2019-05-08T00:00:00.000","2019-06-27T00:00:00.000","2019-06-13T00:00:00.000",,,,"530","6475509","§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE .. IN THE ENTRANCE LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","2019-05-09T00:00:00.000","21","NOT COMPLIED WITH","2024-04-12T00:00:00.000","Original","Open","N","40.825501","-73.946177","9","7","231","1061364","1020600052","Hamilton Heights-Sugar Hill"
"10062335","806834","211765","2","BRONX","2721","2721","2721","MORRIS AVENUE","52120","10468","B","1","3317","43","C","2013-12-11T00:00:00.000","2013-12-13T00:00:00.000","2013-12-29T00:00:00.000","2013-12-24T00:00:00.000",,,,"508","4742039","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE KITCHEN LOCATED AT APT B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","2013-12-16T00:00:00.000","19","VIOLATION CLOSED","2013-12-27T00:00:00.000","Original","Close","N","40.868116","-73.895477","7","14","40304","2092513","2033170043","Bedford Park"
"10062336","806834","211765","2","BRONX","2721","2721","2721","MORRIS AVENUE","52120","10468","B","1","3317","43","B","2013-12-11T00:00:00.000","2013-12-12T00:00:00.000","2014-01-31T00:00:00.000","2014-01-17T00:00:00.000",,,,"579","4741329","§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS BATHTUB IN THE BATHROOM LOCATED AT APT B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","2013-12-13T00:00:00.000","19","VIOLATION CLOSED","2014-01-06T00:00:00.000","Original","Close","N","40.868116","-73.895477","7","14","40304","2092513","2033170043","Bedford Park"
"10054291","369279","335352","3","BROOKLYN","575","565","575","RIVERDALE AVENUE","76430","11207","2","1","3821","51","C","2013-11-29T00:00:00.000","2013-12-04T00:00:00.000","2014-01-07T00:00:00.000","2014-01-02T00:00:00.000",,,,"617","4736472","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st WINDOW FRAME FROM EAST AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-12-05T00:00:00.000","19","VIOLATION CLOSED","2015-06-26T00:00:00.000","Original","Close","N","40.663067","-73.894768","5","42","1126","3085038","3038210051","East New York-New Lots"
"10054881","21790","103373","1","MANHATTAN","273","273","277","FT WASHINGTON AVENUE","21190","10032","2A","2","2139","204","C","2013-12-04T00:00:00.000","2013-12-05T00:00:00.000","2013-12-19T00:00:00.000","2013-12-14T00:00:00.000",,,"2014-03-24T00:00:00.000","510","4736766","§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF ''HOT WATER TEMPERATURE EXCEEDING 130 DEGREES, FOUND 150 DEGREES IN THE ENTIRE APARTMENT LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH","2013-12-06T00:00:00.000","19","VIOLATION CLOSED","2016-07-20T00:00:00.000","Original","Close","N","40.844393","-73.940928","12","10","255","1063422","1021390204","Washington Heights (South)"
"10054905","94453","202505","2","BRONX","2961","2951","2965","MARION AVENUE","49420","10458","4K","4","3292","1","B","2013-12-04T00:00:00.000","2013-12-05T00:00:00.000","2014-01-24T00:00:00.000","2014-01-10T00:00:00.000",,,"2014-01-27T00:00:00.000","526","4736893","§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING CYLINDER LOCK AT THE BEDROOM DOOR THAT PROVIDES ACCESS TO THE FIRE ESCAPE WINDOW. IN THE 2nd ROOM FROM EAST LOCATED AT APT 4K, 4th STORY","2013-12-06T00:00:00.000","19","VIOLATION CLOSED","2024-11-04T00:00:00.000","Original","Close","Y","40.869080","-73.884119","7","11","415","2016732","2032920001","Bedford Park"
"10056162","56981","205445","2","BRONX","1812","1812","1812","CLAY AVENUE","20020","10457","1A","2","2891","59","C","2013-11-29T00:00:00.000","2013-12-05T00:00:00.000","2014-01-08T00:00:00.000","2014-01-03T00:00:00.000",,,,"616","4736832","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st RADIATOR FROM EAST AT SOUTH WALL, 1st RISER FROM EAST AT SOUTH WALL, SOUTH WALL IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","2013-12-06T00:00:00.000","19","VIOLATION CLOSED","2014-01-16T00:00:00.000","Original","Close","N","40.846921","-73.904652","5","14","231","2009359","2028910059","Mount Hope"
"10056163","56981","205445","2","BRONX","1812","1812","1812","CLAY AVENUE","20020","10457","1A","2","2891","59","C","2013-11-29T00:00:00.000","2013-12-05T00:00:00.000","2014-01-08T00:00:00.000","2014-01-03T00:00:00.000",,,,"616","4736832","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING, NORTH WALL, SOUTH WALL, EAST WALL, WEST WALL IN THE BATHROOM LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","2013-12-06T00:00:00.000","19","VIOLATION CLOSED","2014-01-16T00:00:00.000","Original","Close","N","40.846921","-73.904652","5","14","231","2009359","2028910059","Mount Hope"
"10056164","56981","205445","2","BRONX","1812","1812","1812","CLAY AVENUE","20020","10457","1A","2","2891","59","C","2013-11-29T00:00:00.000","2013-12-05T00:00:00.000","2014-01-08T00:00:00.000","2014-01-03T00:00:00.000",,,,"616","4736832","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING, SOUTH WALL IN THE 3rd ROOM FROM EAST AT SOUTH LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","2013-12-06T00:00:00.000","19","VIOLATION CLOSED","2014-01-16T00:00:00.000","Original","Close","N","40.846921","-73.904652","5","14","231","2009359","2028910059","Mount Hope"
"10062284","377833","302630","3","BROOKLYN","251","251","251","MOTHER GASTON BOULEVARD","82230","11212","1C","1","3675","7","B","2013-12-10T00:00:00.000","2013-12-11T00:00:00.000","2014-01-30T00:00:00.000","2014-01-16T00:00:00.000",,,"2015-04-27T00:00:00.000","702","4740717","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","2013-12-12T00:00:00.000","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","2024-11-08T00:00:00.000","Original","Open","N","40.673239","-73.907780","16","37","908","3083403","3036750007","Brownsville"
"14040148","119859","209882","2","BRONX","2260","2260","2260","WASHINGTON AVENUE","73120","10457","3D","5","3050","16","C","2021-02-24T00:00:00.000","2021-02-24T00:00:00.000","2021-03-28T00:00:00.000","2021-03-23T00:00:00.000",,,"2021-03-25T00:00:00.000","569","7099192","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE LOCATED AT APT 3D, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH","2021-02-25T00:00:00.000","9","VIOLATION DISMISSED","2021-06-07T00:00:00.000","Original","Close","N","40.854819","-73.893492","6","15","385","2011546","2030500016","Belmont"
"10155872","538304","925717","4","QUEENS","174-48","174-48","174-48","125 AVENUE","21620","11434","2","2","12521","104","B","2014-02-28T00:00:00.000","2014-02-28T00:00:00.000","2014-04-21T00:00:00.000","2014-04-07T00:00:00.000",,,,"868","4791387","§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY","2014-03-03T00:00:00.000","2","NOV SENT OUT","2014-03-03T00:00:00.000","Original","Open","N","40.682145","-73.768246","12","27","33401","4270193","4125210104","Springfield Gardens (North)-Rochdale Village"
"10062286","377833","302630","3","BROOKLYN","251","251","251","MOTHER GASTON BOULEVARD","82230","11212","1C","1","3675","7","B","2013-12-10T00:00:00.000","2013-12-11T00:00:00.000","2014-01-30T00:00:00.000","2014-01-16T00:00:00.000",,,,"1503","4740493","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","2013-12-12T00:00:00.000","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","2024-11-08T00:00:00.000","Original","Open","N","40.673239","-73.907780","16","37","908","3083403","3036750007","Brownsville"
"10062325","377833","302630","3","BROOKLYN","251","251","251","MOTHER GASTON BOULEVARD","82230","11212","1C","1","3675","7","C","2013-12-10T00:00:00.000","2013-12-11T00:00:00.000","2013-12-25T00:00:00.000","2013-12-20T00:00:00.000",,,"2024-01-10T00:00:00.000","501","4740718","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK AT APARTMENT ENTRANCE DOOR LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","2013-12-12T00:00:00.000","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","2024-11-08T00:00:00.000","Original","Open","N","40.673239","-73.907780","16","37","908","3083403","3036750007","Brownsville"
"10065726","196","134933","1","MANHATTAN","1475","1475","1477","1 AVENUE","10010","10075","2C","3","1451","30","C","2013-12-14T00:00:00.000","2013-12-15T00:00:00.000","2013-12-27T00:00:00.000","2013-12-15T00:00:00.000",,,,"666","4742665","§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 2C, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST","2013-12-16T00:00:00.000","19","VIOLATION CLOSED","2013-12-20T00:00:00.000","Original","Close","Y","40.770917","-73.953738","8","5","134","1045177","1014510030","Upper East Side-Lenox Hill-Roosevelt Island"
"10062337","806834","211765","2","BRONX","2721","2721","2721","MORRIS AVENUE","52120","10468","B","1","3317","43","B","2013-12-11T00:00:00.000","2013-12-13T00:00:00.000","2014-02-03T00:00:00.000","2014-01-20T00:00:00.000",,,,"501","4742038","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE INOPERABLE BELL BUZZER INTERCOM SYSTEM AT SOUTH WALL IN THE KITCHEN LOCATED AT APT B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","2013-12-16T00:00:00.000","19","VIOLATION CLOSED","2014-05-19T00:00:00.000","Original","Close","N","40.868116","-73.895477","7","14","40304","2092513","2033170043","Bedford Park"
"10062338","806834","211765","2","BRONX","2721","2721","2721","MORRIS AVENUE","52120","10468","B","1","3317","43","B","2013-12-11T00:00:00.000","2013-12-13T00:00:00.000","2014-02-03T00:00:00.000","2014-01-20T00:00:00.000",,,,"501","4742038","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ROTTEN WOOD FLOOR NEAR EAST WALL IN THE KITCHEN LOCATED AT APT B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","2013-12-16T00:00:00.000","19","VIOLATION CLOSED","2014-01-06T00:00:00.000","Original","Close","N","40.868116","-73.895477","7","14","40304","2092513","2033170043","Bedford Park"
"10066702","347370","318721","3","BROOKLYN","2010","2010","2010","OCEAN AVENUE","67530","11230","A4","1","6766","22","C","2013-12-15T00:00:00.000","2013-12-16T00:00:00.000","2013-12-28T00:00:00.000","2013-12-16T00:00:00.000",,,"2013-12-24T00:00:00.000","666","4743769","§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT A4, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","2013-12-17T00:00:00.000","9","VIOLATION DISMISSED","2014-03-06T00:00:00.000","Original","Close","Y","40.612692","-73.953941","14","48","546","3182042","3067660022","Midwood"
"10066957","443649","400786","4","QUEENS","41-28","41-28","41-28","55 STREET","11590","11377","6","3","1323","6","C","2013-12-13T00:00:00.000","2013-12-16T00:00:00.000","2013-12-30T00:00:00.000","2013-12-25T00:00:00.000",,,,"507","4743642","§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN THE KITCHEN LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","2013-12-17T00:00:00.000","19","VIOLATION CLOSED","2014-02-13T00:00:00.000","Original","Close","Y","40.744328","-73.909725","2","26","251","4431346","4013230006","Woodside"
